Name,Age,AgeClass,BodyweightKg,Squat,Bench,Deadlift,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Date
Ansh Kapadia,19.5,20-23,88.8,200,115,240,555,5,361.32,356.77,342.13,74.27,2024-03-23
Ondřej Halbych,20.5,20-23,86.9,130,105,155,390,14,256.78,253.61,243.45,52.76,2021-11-20
Zach Inn,20,20-23,80.8,157.5,90,195,442.5,1,303.35,300.22,289.14,62.09,2022-11-20
Brian Maliwanag,21.5,20-23,81.5,152.5,117.5,205,475,3,324.01,320.56,308.61,66.36,2016-11-13
Vitaliy Konev,19.5,20-23,61.9,180,100,175,455,10,374.49,377.34,367.85,63.87,2001-06-01
Stephen Hansmann,22,20-23,73.1,167.5,115,227.5,510,1,372.03,370.08,357.97,75.35,2022-06-11
James West #3,20.5,20-23,92.3,277.5,167.5,310,755,2,482.13,476,455.72,99.14,2025-04-18
Evgeniy Besprozvannykh,21.5,20-23,87.35,265,177.5,265,707.5,15,464.55,458.79,440.3,79.36,2003-04-03
Amir Rakhmetov,22.5,20-23,72.15,202.5,127.5,210,540,1,397.35,395.6,382.87,80.33,2019-04-04
Andriy Burdenyuk,23,20-23,111.24,257.5,170,310,737.5,6,434.97,432.55,413.55,88.67,2018-03-13
Logan Penix,21,20-23,82.4,265,140,260,665,1,450.78,445.81,428.98,92.39,2022-09-11
Kim Kalmer,22.5,20-23,80.6,215,145,250,610,3,418.78,414.5,399.25,71.67,2008-03-09
Jaireem Ingraham,23,20-23,79.8,182.5,125,230,537.5,1,371.18,367.53,354.17,75.9,2023-09-09
Dominick Davis,21,20-23,66.5,177.5,120,215,512.5,1,399.33,399.94,388.48,79.57,2024-09-14
Nathan Manning,19.5,20-23,82.3,192.5,120,220,532.5,1,361.21,357.25,343.78,74.03,2021-05-22
Mason Hawkins,23,20-23,89.7,210,147.5,260,617.5,2,399.95,394.88,378.51,82.23,2025-02-23
David P. Thompson,23,20-23,90,147.42,111.13,231.33,489.88,1,316.76,312.74,299.73,65.13,2006-06-01
Landon McLaughlin,19.5,20-23,84.4,190,117.5,205,512.5,2,342.78,338.77,325.62,70.35,2025-04-12
Luke Rosing,19.5,20-23,78.95,255,150,235,640,3,444.79,440.62,424.8,90.88,2023-10-21
Dominic Iannaccone,21.5,20-23,88.15,180,125,185,490,5,320.21,316.21,303.33,65.81,2023-08-26
Richard Rubio #1,22.5,20-23,120.35,230,112.5,230,572.5,1,328.47,328.92,315.2,66.47,2023-10-07
Qiaoyi Liu,21.5,20-23,107.8,195,110,210,515,2,307.38,305.01,291.37,62.81,2025-05-03
Hayden Todd,21.5,20-23,102.45,245,175,265,685,1,417.31,412.99,394.36,85.55,2024-03-02
Jack Galligan,20,20-23,103.4,227.5,117.5,212.5,557.5,2,338.34,334.97,319.85,69.33,2023-07-09
Joseph Franko,22.5,20-23,80.4,232.5,130,242.5,605,1,415.95,411.74,396.64,71.19,2017-10-14
Nathanael Parady,21,20-23,96.15,280,185,295,760,1,476.05,470.21,449.52,97.83,2022-02-12
Serik Bekzhanov,22.5,20-23,74.85,280,135,260,675,9,484.88,481.65,465.43,83.04,2010-03-25
Ebed Aguilar,22.5,20-23,138.2,332.5,212.5,285,830,1,456.52,464.72,442.13,90.95,2025-04-03
Griffin Dobson,19.5,20-23,77.2,185,120,182.5,487.5,3,343.45,340.6,328.69,58.81,2020-01-25
James Vaofusi,23,20-23,131.4,220,160,255,635,2,354.42,358.47,342.22,71.02,2023-06-02
Mugaddas Mustafazade,20.5,20-23,84.4,220,150,225,595,17,397.96,393.3,378.04,68.05,2008-03-26
Salacieli Tamanitadruku,22.5,20-23,103.3,250,150,302.5,702.5,2,426.51,422.25,403.18,87.4,2023-11-28
Casey Evans,22.5,20-23,101.3,272.5,170,285,727.5,2,445.31,440.51,420.66,91.34,2017-12-09
Bùi Tiến Huy,21,20-23,78.8,240,135,255,630,1,438.34,434.27,418.71,89.54,2023-08-19
Weston Cruz,22,20-23,73.95,187.5,130,225,542.5,2,392.75,390.41,377.46,79.67,2022-05-14
Minh Vinh Anh Le,20.5,20-23,82.32,242.5,142.5,250,635,8,430.68,425.95,409.89,88.27,2024-05-11
Landon Adelstein,19.5,20-23,77.6,182.5,100,227.5,510,6,358.17,355.1,342.6,73.06,2023-01-21
Teodor Dalen Taraldsen,22.5,20-23,119.21,262.5,160,317.5,740,4,425.93,426.1,408.29,86.27,2024-09-13
中島 圭樹,21.5,20-23,65.9,155,105,210,470,4,368.67,369.5,359.08,73.32,2018-02-10
Luka Petkovic,21,20-23,93.3,180,102.5,200,482.5,4,306.52,302.64,289.62,63.02,2022-12-17
Cristian Vargas,22,20-23,105,182.5,107.5,247.5,537.5,3,324.16,321.19,306.7,66.36,2017-10-07
Brian Lore,20.5,20-23,79.25,247.5,160,75,482.5,1,334.57,331.38,319.43,68.38,2022-12-10
Ja'Mon Williams,21.5,20-23,53,185,92.5,192.5,470,2,442.18,452.17,444.8,74.62,2012-06-22
Charlie Guthrie,19.5,20-23,82.35,147,93,185,425,3,288.19,285.02,274.27,59.07,2021-05-02
Bryce Holloway,21,20-23,82.5,215,137.5,210,562.5,1,381.03,376.82,362.58,78.1,2023-11-18
Deacon Beamer,20.5,20-23,108.45,242.5,157.5,235,635,1,378.12,375.36,358.61,63.98,2020-09-26
Lucca Trimboli,20.5,20-23,81.35,190,127.5,195,512.5,1,349.96,346.26,333.38,71.67,2024-04-20
Rasmus KB Gjerløff,19.5,20-23,111,210,157.5,270,637.5,2,376.29,374.14,357.68,76.72,2021-09-03
Nikolad Gliebe,21.5,20-23,65.5,203,120,222.5,545.5,1,429.84,431.02,418.98,85.38,2019-09-21
Pedro Oliveira,23,20-23,82.4,255,130,262.5,647.5,5,438.91,434.08,417.69,75.09,2025-05-02
Jiří Kalous,20.5,20-23,82.75,165,92.5,190,447.5,10,302.62,299.24,287.89,62.04,2023-06-03
Hugues Lemoine,22,20-23,79.05,135,100,180,415,2,288.2,285.48,275.22,58.89,2017-11-11
Zayn Niazi,21,20-23,91.5,185,110,215,510,6,327.06,322.9,309.25,67.25,2025-02-22
Nicholas Stephens,19.5,20-23,120.8,200,112.5,200,512.5,1,293.68,294.2,281.92,59.4,2022-01-16
M. Almazov,21.5,20-23,72.35,187.5,102.5,200,490,6,359.89,358.24,346.68,72.79,2017-10-02
J. Iyyanar,20,20-23,67.1,135,72.5,150,357.5,17,276.73,276.96,268.91,55.24,2018-09-26
Tomáš Magda,22.5,20-23,97.7,220,115,252.5,587.5,8,365.34,360.99,344.95,75.05,2020-02-15
Andy Lanchipa,19.5,20-23,79.7,172.5,110,202.5,485,2,335.17,331.9,319.85,68.53,2019-12-08
Nick Petersen,22.5,20-23,119.3,245,132.5,262.5,640,3,368.28,368.45,353.05,74.59,2018-12-08
Colby Richardson,23,20-23,102.59,265,182.5,280,727.5,3,442.95,438.39,418.61,90.8,2024-09-14
Tian Leong,21,20-23,88.8,190,140,260,590,1,384.11,379.27,363.71,78.96,2023-04-01
Abed Eljabbar Skaik,20.5,20-23,82.4,200,140,240,580,7,393.16,388.83,374.15,67.26,2022-08-27
Jad Khalil,20.5,20-23,64.85,182.5,117.5,215,515,1,408.86,410.32,399.05,81.03,2023-07-18
Joshua Dubin,22.5,20-23,85.7,155,97.5,225,477.5,3,316.73,312.91,300.55,65.04,2023-12-02
Lewis Carlson,20.5,20-23,74,157.5,105,182.5,445,6,322.03,320.09,309.47,65.33,2016-07-30
Antoni Zuzański,20.5,20-23,96.25,180,112.5,180,472.5,46,295.82,292.2,279.33,60.79,2023-05-05
Chun Man Ho,22,20-23,71.8,150,85,200,435,5,321.13,319.82,309.6,64.87,2023-01-14
Edoardo Lucarelli,20.5,20-23,73.46,187.5,127.5,225,540,16,392.64,390.46,377.62,79.58,2024-11-28
Vina Yan A V,21.5,20-23,99.2,270,170,305,745,1,460.17,454.87,434.51,78.21,2001-05-02
Devin Weitzel,20.5,20-23,90,182.5,120,247.5,550,2,355.63,351.12,336.51,73.12,2022-01-22
Alex Cayanan,20.5,20-23,87.9,172.5,97.5,185,455,3,297.78,294.06,282.13,61.2,2024-11-17
Mitchell Ma,19.5,20-23,59.8,170,110,225,505,1,427.41,432.02,421.95,82.96,2014-09-13
Nicholas Goedde,19.5,20-23,99.03,242.5,162.5,285,690,30,426.51,421.59,402.73,87.57,2023-04-13
John Dominianni,21.5,20-23,108.4,220,140,307.5,667.5,41,397.55,394.63,377.02,81.21,2025-04-03
Ethan Qualters,22,20-23,81.19,165,122.5,192.5,480,3,328.14,324.7,312.65,67.19,2018-12-15
Lawrence Schulte,21.5,20-23,95.3,212.5,135,242.5,590,1,371.08,366.48,350.45,76.27,2018-06-16
Oleksandr Korotich,22.5,20-23,88.2,305,190,270,765,5,499.78,493.52,473.41,85.35,2006-06-14
Quinn Baxter,21,20-23,74.95,242.5,140,242.5,625,14,448.58,445.56,430.53,91.15,2023-02-13
Alvaro Quintanilla Gallego,19.5,20-23,73.92,187.5,127.5,230,545,16,394.67,392.33,379.32,80.06,2023-09-29
Eduard Boldi,19.5,20-23,103.8,225,135,240,600,6,363.55,360,343.75,74.48,2023-10-28
Alessandro Stella,20.5,20-23,79.59,235,130,275,640,9,442.65,438.35,422.46,90.5,2024-11-28
Chase Johansen,21,20-23,88,235,152.5,242.5,630,2,412.07,406.92,390.38,84.69,2014-07-26
Daniel Duffy,20.5,20-23,67.2,177.5,117.5,197.5,492.5,2,380.82,381.08,369.99,76.05,2025-02-08
Benjamin House,21,20-23,90.6,150,110,235,495,1,319,314.95,301.76,65.59,2022-08-21
Yannick Vogelsberger,20.5,20-23,84.9,182.5,125,240,547.5,21,365.01,360.68,346.59,74.93,2024-07-26
Oleg Zadnipryanyy,20.5,20-23,70.05,135,115,185,435,9,326.59,325.81,315.73,55.9,1991-03-16
Robin Brugmans,22,20-23,92.26,240,155,262.5,657.5,10,419.95,414.62,396.96,86.35,2025-04-19
Benjamin Nevares,20.5,20-23,90.9,300,235,307.5,842.5,2,542.06,535.16,512.68,92.47,2017-08-28
Michael Chen,20.5,20-23,72.2,155,142.5,172.5,470,5,345.68,344.14,333.06,69.89,2018-11-03
Vitaliy Pugachev,22.5,20-23,96.1,210,130,210,550,8,344.59,340.36,325.39,58.65,2002-04-19
Adrien Lacroix,21.5,20-23,65.95,195,125,220,540,1,423.34,424.27,412.28,84.21,2021-06-13
Felix van der Flier,22.5,20-23,92.6,240,132.5,290,662.5,5,422.39,417.03,399.21,86.85,2022-10-15
Luc Idmont,19.5,20-23,58.9,155,115,190,460,1,394.26,399.07,390.1,76.19,2023-05-13
Alex Constantine,19.5,20-23,82.6,212.5,147.5,250,610,12,412.93,408.35,392.89,84.65,2022-04-02
Mario Novak,21.5,20-23,115,230,200,240,670,6,390.44,389.3,372.65,65.85,2002-05-19
Josh Hanel,20.5,20-23,102.3,147.5,87.5,200,435,5,265.17,262.41,250.57,54.37,2018-06-10
Rylan Ingano,20.5,20-23,73.8,187.5,87.5,212.5,487.5,4,353.4,351.34,339.71,71.67,2023-04-29
Drew Romagna,23,20-23,136.5,222.5,172.5,272.5,667.5,1,368.44,374.45,356.56,73.5,2025-04-19
Charlie Ziegler,22.5,20-23,104.3,270,175,325,770,1,465.64,461.21,440.39,95.36,2020-12-05
Bradley Clapper,21.5,20-23,97.45,210,140,272.5,622.5,2,387.55,382.91,365.92,79.62,2021-05-29
Vitaliy Kasyanenko #1,20.5,20-23,80.45,305,190,265,760,1,522.33,517.03,498.05,89.4,2016-06-03
Humaid Almarzooqi,20,20-23,81.56,152.5,90,180,422.5,6,288.08,285,274.37,59.01,2024-11-12
Garrett Steinbrink,22.5,20-23,88.8,187.5,130,220,537.5,12,349.93,345.52,331.34,71.93,2020-02-15
Sky Rong,19.5,20-23,82.35,242.5,162.5,250,655,32,444.15,439.27,422.7,91.03,2025-04-03
Evgeniy Yartsev,21.5,20-23,92.7,225,160,225,610,5,388.72,383.79,367.37,66.26,2015-12-12
Jacob Kelly,21.5,20-23,89.65,210,135,252.5,597.5,1,387.1,382.2,366.36,79.59,2024-06-29
Damian Majewski,19.5,20-23,66,140,105,195,440,2,344.75,345.49,335.71,58.94,2016-12-10
Mason Rega,20.5,20-23,108.6,275,190,290,755,1,449.34,446.09,426.21,91.78,2022-10-22
Jean Leano,21.5,20-23,74.7,217.5,136,245,598.5,2,430.48,427.66,413.3,87.44,2023-09-23
Sukhjeet Singh,21,20-23,86.95,170,117.5,185,472.5,2,311,307.17,294.84,63.9,2025-01-25
Cesar Suarez,21.5,20-23,74,170,130,210,510,1,369.06,366.85,354.67,74.87,2014-07-30
Lal Satrugan,21.5,20-23,51.8,190,87.5,195,472.5,5,454.21,465.53,458.56,76.48,1994-06-18
Alaric Cavanaugh,20,20-23,103.45,247.5,147.5,265,660,1,400.46,396.49,378.59,82.05,2025-04-05
Loe Baoo Jia,22,20-23,87,210,132.5,262.5,605,1,398.09,393.18,377.4,81.79,2019-02-09
Marcus Kruhøffer,22.5,20-23,91.68,275,160,290,725,1,464.5,458.59,439.16,95.51,2023-04-01
Vladislav Gusev,22.5,20-23,72.7,160,145,180,485,2,355.08,353.34,341.86,71.86,2019-05-26
Greg Lewis #2,20,20-23,90,202.5,172.5,205,580,2,375.03,370.27,354.87,77.11,2010-02-06
Jack Chester,21.5,20-23,80.2,165,105,225,495,3,340.82,337.41,325.06,69.72,2022-02-20
Ryan Jones #1,21.5,20-23,90.2,290,167.5,282.5,740,1,477.95,471.88,452.21,98.27,2019-03-24
Ephraim Peckinpah,23,20-23,94.1,275,177.5,375,827.5,1,523.55,516.97,494.58,107.64,2024-06-24
Quanterius Glover,21.5,20-23,86.15,210,150,290,650,4,429.94,424.71,407.84,88.31,2018-12-08
Saed Alhashemi,20.5,20-23,73.3,210,147.5,190,547.5,3,398.67,396.51,383.5,68.27,2013-05-01
Pouria Payoun,19.5,20-23,91.85,310,205,295,810,1,518.48,511.89,490.17,88.42,2011-12-05
Daniil Krylyshkin,20.5,20-23,90.85,175,115,180,470,2,302.48,298.63,286.09,51.6,2016-10-27
Kai Han Chua,23,20-23,64.8,170,120,202.5,492.5,4,391.22,392.65,381.88,77.52,2023-04-07
Adam Beres,19.5,20-23,81.05,227.5,137.5,255,620,3,424.27,419.84,404.3,86.86,2019-10-26
Hyder Shan,22.5,20-23,72.65,190,120,250,560,4,410.17,408.18,394.94,83,2021-12-24
Sebastian Fidder,21,20-23,95.9,182.5,110,207.5,500,1,313.56,309.7,296.1,64.44,2022-02-20
Lukas Meitz,21,20-23,54.9,125,90,140,355,1,323.4,329.56,323.51,61.06,2018-05-12
Seymur Gasanov,22.5,20-23,64.85,225,145,240,610,1,484.28,486.01,472.66,82.74,2013-10-02
Sebastián Maluenda,21,20-23,70.1,120,80,177.5,377.5,3,283.28,282.59,273.84,57.01,2019-11-01
Ethan Yun,19.5,20-23,57.3,117.5,87.5,152.5,357.5,7,313.65,318.31,311.66,53.26,2016-12-03
Revin Gavino,19.5,20-23,73.55,205,135,222.5,562.5,1,408.68,406.38,392.98,82.84,2025-05-17
Vasiliy Leshkevich,21.5,20-23,83.8,235,120,245,600,8,402.89,398.25,382.92,68.9,2004-04-14
Jacob Wakeley,21.5,20-23,87.8,235,152.5,272.5,660,1,432.2,426.81,409.51,88.82,2020-02-08
Harley Redd,23,20-23,142,325,177.5,295,797.5,1,435.32,444.71,422.25,86.45,2023-04-22
Julian Taruc,22.5,20-23,81.2,220,130,232.5,582.5,3,398.18,394,379.38,81.53,2017-06-10
William Fowler,19.5,20-23,82.1,190,145,195,530,1,360.01,356.09,342.7,73.77,2017-04-22
Aleksandr Pavlyukov,21,20-23,171.5,210,120,220,550,1,285.57,298.31,278.91,55.64,2021-05-08
Kirill Burkov,19.5,20-23,72.4,100,80,130,310,2,227.58,226.53,219.21,46.03,2011-05-20
Grayson Cook,21.5,20-23,97.25,265,180,272.5,717.5,8,447.11,441.73,422.16,76.06,2025-04-03
Brandon Jeremy Cruz Erazo,22.5,20-23,78.95,182.5,95,185,462.5,1,321.43,318.42,306.98,65.67,2024-09-29
Timothy Wong,22.5,20-23,97.1,255,152.5,300,707.5,1,441.18,435.86,416.56,90.64,2023-05-13
Ralph Davies,20.5,20-23,86.5,210,130,250,590,32,389.41,384.64,369.3,80,2022-04-02
Mikhail Chernyshuk,21.5,20-23,89.9,250,160,220,630,6,407.59,402.42,385.69,69.56,2005-11-26
Travis Cowl,19.5,20-23,78.5,215,132.5,275,622.5,26,434.12,430.16,414.82,88.65,2025-04-18
Ty Hershberger,21.5,20-23,102.93,235,140,272.5,647.5,43,393.7,389.7,372.11,80.69,2024-04-11
Luke Bowling,19.5,20-23,93.3,212.5,145,280,637.5,1,404.98,399.86,382.66,83.27,2016-07-30
Nikolay Gerasimov,22.5,20-23,72.3,170,135,232.5,537.5,4,394.96,393.16,380.49,67.63,2016-12-17
Vincent Bui,22.5,20-23,66.2,147.5,70,80,297.5,1,232.58,233.02,226.39,46.3,2018-12-15
Leopold Hubbard,21.5,20-23,65.4,120,82.5,155,357.5,3,282.02,282.83,274.95,56,2016-11-05
Zachary Maillard,20.5,20-23,80,170,92.5,197.5,460,3,317.19,314.04,302.59,64.88,2022-05-21
Jordan Leuenberger,19.5,20-23,80.1,175,100,185,460,3,316.96,313.79,302.33,64.84,2023-07-29
Donato Tassoni,20.5,20-23,116.3,237.5,150,267.5,655,1,380.2,379.47,363.38,77.2,2022-12-03
Stephen DeMartini,20.5,20-23,100.2,142.5,195,242.5,580,2,356.69,352.7,336.86,73.2,2019-11-02
Carlos Adrian Baeza Baeza,20,20-23,102.3,180,100,230,510,1,310.89,307.65,293.77,63.74,2024-12-20
Eoghan McNicholl,20,20-23,92.4,235,147.5,260,642.5,4,410.07,404.86,387.59,84.32,2024-12-07
Sergei Gutsev,19.5,20-23,86.1,260,160,235,655,11,433.38,428.11,411.12,74.06,1995-09-15
German Melgar Roca,21.5,20-23,100.4,217.5,147.5,257.5,622.5,2,382.5,378.25,361.25,78.49,2018-10-06
Eli Tran,21.5,20-23,81.4,215,137.5,250,602.5,1,411.27,406.91,391.77,84.23,2024-02-24
Denis Stupin,22.5,20-23,79.9,190,130,180,500,11,345.03,341.62,329.18,59.06,2016-05-20
Mshari Almnsoury,23,20-23,82.5,160,100,180,440,3,298.05,294.76,283.62,61.09,2023-09-21
Henrique Paulse,22,20-23,69.8,150,80,150,380,1,286.01,285.39,276.61,57.51,2024-12-07
Matheo Penteado,21.5,20-23,78.7,150,97.5,180,427.5,7,297.67,294.92,284.37,60.8,2025-05-31
Sidney Chheav,22,20-23,124.9,227.5,167.5,267.5,662.5,1,375.57,377.58,361.36,75.69,2024-01-06
Laurent Lahoud,22.5,20-23,78.3,150,95,220,465,3,324.78,321.86,310.42,66.31,2023-05-07
Christorpher McEnery,20,20-23,85.8,125,87.5,155,367.5,7,243.61,240.67,231.15,50.03,2016-05-07
Steven Ngouansavanh,20.5,20-23,63.2,140,107.5,165,412.5,3,334.01,335.94,327.14,65.8,2017-02-18
Sergiy Kostyunin,20.5,20-23,82.5,200,130,215,545,3,369.18,365.1,351.3,63.16,2003-11-29
Patrick Cardillo,22.5,20-23,60,145,105,190,440,1,371.38,375.26,366.45,72.16,2014-04-26
Pavlo Severenchuk,22.5,20-23,91.4,195,140,210,545,6,349.7,345.25,330.67,59.65,1995-02-04
Marco Fiorito,21,20-23,91.4,195,130,220,545,8,349.7,345.25,330.67,71.91,2024-04-25
Wilson Mefford,22.5,20-23,81.1,215,145,210,570,31,389.92,385.84,371.54,66.73,2015-04-10
袁显朔,23,20-23,66.85,165,87.5,190,442.5,1,343.46,343.84,333.91,68.51,2024-10-18
Blake Atwood,23,20-23,109.6,285,157.5,295,737.5,2,437.4,434.5,415.23,89.27,2023-07-10
Ryan Knight #2,22.5,20-23,87.3,192.5,102.5,207.5,502.5,4,330.05,325.96,312.82,67.82,2024-06-29
Noah Peypoudat,19.5,20-23,81.38,162.5,110,220,492.5,5,336.23,332.67,320.29,68.86,2024-04-07
Noak Lutsko,20,20-23,79.2,215,125,260,600,2,416.2,412.24,397.39,85.06,2024-12-07
Hiroki Wada,22,20-23,73.7,190,110,215,515,1,373.67,371.52,359.24,75.77,2021-06-12
Roan Jesse Adema,21.5,20-23,81.03,182.5,102.5,190,475,9,325.09,321.7,309.79,66.56,2025-02-22
Sebastian Bordea,20,20-23,64.66,200,100,205,505,3,401.81,403.35,392.32,68.64,2025-05-02
Sean Simons,20,20-23,90,165.56,127.01,215.46,508.02,1,328.49,324.32,310.83,67.54,2012-11-17
Ezequiel Claudio,19.5,20-23,91.45,160,100,192.5,452.5,1,290.27,286.57,274.47,59.69,2024-05-18
Tyler Guinup,23,20-23,100,205,125,197.5,527.5,9,324.68,321.03,306.62,66.64,2022-05-27
Boris Minaev,20.5,20-23,66,80,70,95,245,8,191.96,192.37,186.93,32.82,2016-03-26
Alec Chhoeung,21,20-23,69.55,127.5,130,185,442.5,1,333.88,333.25,323.05,67.1,2024-10-12
Milen Lukanov,20.5,20-23,55.4,190,95,195,480,3,433.74,441.62,433.26,73.47,2007-06-12
Benjamin Shaver,20.5,20-23,98.88,182.5,127.5,210,520,1,321.65,317.91,303.71,66.04,2021-04-24
Fabien Arzur,20,20-23,69.15,110,82.5,150,342.5,5,259.47,259.09,251.23,52.09,2018-12-15
Dmitriy Bondar,19.5,20-23,81.35,152.5,135,195,482.5,1,329.48,325.99,313.87,67.47,2019-03-23
Jesse Tockuss,19.5,20-23,73.75,207.5,163,240,610.5,3,442.76,440.2,425.64,89.78,2025-05-07
Doug Pogacnik,21.5,20-23,101.4,235,127.5,255,617.5,1,377.82,373.76,356.92,77.5,2016-01-16
Tobias Huelva,19.5,20-23,71.2,150,105,180,435,4,322.96,321.82,311.65,65.16,2024-11-03
Alfredo Aquino,19.5,20-23,80.65,165,87.5,200,452.5,29,310.54,307.36,296.04,63.56,2024-05-02
Matt Leake,22.5,20-23,123.2,235,132.5,240,607.5,1,345.9,347.23,332.6,69.82,2022-01-15
Martin Waegeneers,22,20-23,81.58,225,127.5,270,622.5,9,424.38,419.85,404.19,86.93,2025-04-19
Tyler Schoenly,21,20-23,79.6,155,107.5,227.5,490,2,338.88,335.59,323.42,69.29,2022-04-03
Matheus Feres Turcheti,22.5,20-23,79.4,215,140,235,590,3,408.65,404.72,390.09,83.53,2024-02-22
Shiloh Kotch,21.5,20-23,87.4,225,132.5,255,612.5,2,402.05,397.07,381.05,82.62,2024-11-02
Daniel Rodriguez #2,22.5,20-23,90.87,185,132.5,245,562.5,2,361.97,357.36,342.35,74.43,2019-07-14
Lockie Richards,23,20-23,65.6,190,115,247.5,552.5,1,434.86,436,423.79,86.4,2024-09-16
長沼 悦司,19.5,20-23,73.45,190,125,212.5,527.5,6,383.59,381.46,368.91,77.74,2019-11-15
Mason Harline,22,20-23,78.4,190,105,240,535,2,373.38,370,356.83,76.24,2023-10-07
Danilo Traballoni,22.5,20-23,72.75,187.5,120,237.5,545,13,398.82,396.85,383.95,80.72,2024-11-28
Dave Tamburello,20.5,20-23,90,260,152.5,252.5,665,3,429.99,424.53,406.87,73.38,1998-06-13
Leopoldo Zamudio,20.5,20-23,81.9,210,122.5,235,567.5,11,386.02,381.85,367.53,79.09,2024-05-02
Máni Freyr Helgason,21.5,20-23,82.45,240.5,165,290.5,696,1,471.63,466.42,448.8,96.67,2024-05-04
Joseph Gorman,20.5,20-23,99.96,260,157.5,275,692.5,25,426.32,421.52,402.6,87.5,2024-04-11
Jonathan Roman,23,20-23,77.9,185,112.5,220,517.5,2,362.58,359.4,346.7,73.99,2024-02-03
Temirbek Yunuskhodzhaev,19.5,20-23,84,200,132.5,220,552.5,3,370.5,366.21,352.08,63.36,2018-05-02
Dmytro Rozhanskyi,20,20-23,104.8,362.5,217.5,330,910,2,549.24,544.14,519.59,93.09,2024-08-28
Nicolas Borrelli,19.5,20-23,83,112.5,77.5,130,320,3,216.03,213.6,205.47,44.3,2024-11-03
Anton Govorov,20,20-23,97.9,162.5,90,190,442.5,1,274.92,271.66,259.57,56.47,2019-06-29
Grigorios Tersenidis,30,24-34,82.9,190,145,220,555,2,374.93,370.73,356.63,76.87,2016-12-10
Aleksey Vdovinykh,26.5,24-34,104,210,120,240,570,6,345.1,341.77,326.34,58.52,2006-01-07
Miroslav Buberle,31.5,24-34,101.4,200,155,205,560,10,342.64,338.96,323.68,70.28,2021-11-20
V. Andrianov,26.5,24-34,82.5,240,195,260,695,5,470.79,465.59,447.98,80.54,1995-01-27
Jona Wieder,23.5,24-34,90,175,115,210,500,8,323.3,319.2,305.92,66.47,2022-06-25
Mirosla Travnicek,33.5,24-34,111.2,200,180,250,630,4,371.62,369.54,353.31,62.79,2000-11-18
Charlie Possee,32.5,24-34,88.8,190,107.5,245,542.5,2,353.18,348.73,334.42,72.6,2025-04-12
Ahmed Adawy Mahmoud,25.5,24-34,80.65,272.5,205,267.5,745,9,511.28,506.04,487.41,87.5,2006-11-05
Mike Kracl,30.5,24-34,124.2,265,150,290,705,1,400.38,402.27,385.15,80.74,2019-01-26
Curtis Hechler,28,24-34,134.2,245,152.5,272.5,670,8,371.64,376.89,359.28,74.29,2024-10-25
Henrik K Houmøller,28.5,24-34,81.62,155,100,185,440,10,299.88,296.68,285.6,61.43,2018-05-19
Sergiy Kolesnichenko,31.5,24-34,89.85,220,140,240,600,15,388.29,383.36,367.44,66.27,1992-01-26
Kacper Krokocki,23.5,24-34,82.67,220,140,267.5,627.5,3,424.57,419.85,403.94,87.04,2024-10-26
Mycole Bejar,26.5,24-34,108.9,220,155,252.5,627.5,3,373.07,370.44,353.95,76.18,2025-05-03
Yong Fen Yit,28,24-34,73.7,182.5,127.5,230,540,5,391.81,389.55,376.68,79.44,2021-10-20
Steven Herold,28.5,24-34,99.3,190,110,232.5,532.5,9,328.77,324.99,310.44,67.5,2014-04-12
Millenus Eiman E Ocubillo,26.5,24-34,92.66,237.5,162.5,300,700,1,446.16,440.5,421.67,76.06,2024-11-23
Michael Ahrendt,28.5,24-34,74.2,200,155,267.5,622.5,1,449.69,446.92,432.03,91.26,2022-10-29
Tong Wu,26.5,24-34,73.82,182.5,132.5,200,515,4,373.27,371.09,358.8,75.7,2019-06-02
Raynil Laxmidas,26,24-34,81.15,172.5,105,212.5,490,8,335.07,331.56,319.26,68.61,2024-07-13
Vladimir Bondarenko #1,28.5,24-34,158.3,435,280,377.5,1092.5,1,579.17,599.86,563.65,96.78,2007-10-14
Kamil Dworak,34.5,24-34,117.8,190,140,270,600,10,346.74,346.48,331.92,70.32,2020-09-04
Junho Yoon,24.5,24-34,80.9,190,120,195,505,2,345.95,342.36,329.71,70.82,2025-04-26
Mert Ural,29,24-34,92.3,217.5,135,240,592.5,6,378.36,373.55,357.63,77.8,2020-02-15
Johvanni Rincon,26.5,24-34,97.15,200,105,225,530,4,330.42,326.44,311.98,67.89,2024-12-07
Ethan Valdes,32.5,24-34,103.8,227.5,165,265,657.5,1,398.39,394.5,376.69,81.61,2025-05-24
Carl Aiau,28.5,24-34,92.4,192.5,112.5,222.5,527.5,1,336.67,332.4,318.22,69.23,2017-11-18
Yeuk Shun Joshua Tran,24.5,24-34,74.35,225,152.5,225,602.5,9,434.67,431.94,417.52,88.24,2025-03-21
Evgeniy Nekrasov,31.5,24-34,98.5,185,165,240,590,3,365.56,361.28,345.17,62.15,2009-12-13
Jonathan Ngo,24.5,24-34,88.3,227.5,132.5,275,635,3,414.61,409.41,392.71,85.22,2023-03-11
Akime Pinder,27,24-34,80.8,227.5,145,240,612.5,8,419.89,415.56,400.23,85.95,2024-08-02
Anton Shvaygert,24.5,24-34,82.4,290,215,282.5,787.5,6,533.81,527.94,508.01,91.33,2007-10-03
