"","fighter_name","Height","Weight","Reach","Stance","Birthyear","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg"
"648","Max Holloway",71,145,69,"Orthodox",1991,7.26,46,4.58,60,0.21,71,84,0.3
"649","Holly Holm",68,135,69,"Southpaw",1981,3.16,38,2.8,57,0.81,30,76,0.1
"650","Kurt Holobaugh",71,155,70,"Orthodox",1986,4.51,42,4.28,46,0.97,36,45,0.7
"651","Paddy Holohan",70,125,69,"Orthodox",1988,2.13,46,2.81,46,2.88,47,71,1.3
"652","Scott Holtzman",69,155,69,"Orthodox",1983,4.44,49,3.47,54,2.16,58,66,0.2
"653","Sabah Homasi",72,170,72,"Orthodox",1988,4.98,48,6.91,47,2.8,50,66,0
"654","Barb Honchak",64,125,65,"Orthodox",1979,4.04,30,4.67,66,0,0,0,1.3
"655","Mark Hominick",68,145,68,"Orthodox",1982,4.08,42,4.18,69,0.25,66,71,0.9
"656","Chris Honeycutt",70,170,73,"",1988,2.99,44,1.41,66,3.4,45,75,0
"657","Chase Hooper",73,145,74,"Southpaw",1999,4.43,45,3.95,38,0.32,7,66,2.2
"658","Dan Hooker",72,155,75,"Switch",1990,4.95,48,4.92,51,0.72,34,79,0.3
"659","Yoshinori Horie",68,145,70,"Orthodox",1995,2.76,49,5.65,48,0,0,0,0
"660","Kyoji Horiguchi",65,125,66,"Orthodox",1990,3.6,45,2.45,62,2,44,55,0
"661","Chris Horodecki",69,155,69,"Orthodox",1987,4.59,41,3.16,65,1.52,55,37,0.9
"662","Jeremy Horn",73,185,74,"Orthodox",1975,1.19,39,1.99,55,1.83,38,29,1.1
"663","Jeff Hougland",67,135,68,"Orthodox",1978,1.86,48,3.46,47,0.86,18,0,1.1
"664","Darrell Horcher",70,155,70,"Southpaw",1987,2.05,44,4.21,39,0.35,50,47,0.7
"665","John Howard",67,170,72,"Orthodox",1983,2.15,50,3.08,51,2.7,49,53,0.4
"666","Carlos Huachin",64,135,67,"Southpaw",1996,2.1,21,4.8,50,0,0,66,0
"667","Brady Huang",69,135,69,"Orthodox",1992,4.62,37,10.77,30,0,0,0,0
"668","Collin Huckbody",75,185,76,"Orthodox",1994,2.05,60,2.73,42,10.23,100,0,20.4
"669","Austin Hubbard",70,155,71,"Orthodox",1991,3.45,48,2.58,58,0.76,60,53,0
"670","Jeff Hughes",74,250,77,"Orthodox",1988,3.95,51,3.67,60,0.71,50,45,0
"671","Matt Hughes",69,170,73,"Switch",1973,2.14,53,1.36,53,2.95,50,35,1.2
"672","Roger Huerta",69,155,70,"Orthodox",1983,3.64,36,2.33,56,2.13,46,52,0.5
"673","Sam Hughes",65,115,64,"Orthodox",1992,4,37,10.4,49,0,0,0,0
"674","Harry Hunsucker",74,241,75,"Orthodox",1989,4.33,51,8.44,41,0,0,0,0
"675","Mark Hunt",70,265,72,"Orthodox",1974,2.81,43,2.9,51,0.51,55,64,0.2
"676","Khadis Ibragimov",75,205,78,"Orthodox",1995,3.55,49,4.26,47,0.97,30,80,0.3
"677","Al Iaquinta",70,155,70,"Orthodox",1987,4.06,40,4.44,61,0.64,18,74,0.2
"678","Dan Ige",67,145,71,"Orthodox",1991,3.95,46,3.36,58,1.68,27,59,0.5
"679","Zelim Imadaev",72,170,76,"Orthodox",1995,2.91,36,4.35,43,0.38,50,60,0
"680","Nassourdine Imavov",75,185,75,"Orthodox",1995,4.17,61,2.03,59,0.5,12,60,2
"681","Naoki Inoue",69,125,71,"Orthodox",1997,3.67,35,3.37,60,0,0,60,2.5
"682","Inoue Mizuki",63,125,65,"Orthodox",1994,5,50,6.87,48,0,0,66,0
"683","James Irvin",74,205,75,"Orthodox",1978,2.03,48,3.86,35,0,0,36,0.5
"684","Teruto Ishihara",67,135,69,"Southpaw",1991,3.26,44,3.63,53,0.5,16,30,0
"685","Damir Ismagulov",69,155,70,"Orthodox",1991,3.76,43,1.87,69,1.67,31,100,0
"686","Leandro Issa",67,135,69,"Orthodox",1983,2.08,37,3.17,58,2.38,22,50,1.2
"687","Anthony Ivy",74,185,74,"Orthodox",1990,2.5,42,4.57,51,4.69,20,100,0
"688","Blagoy Ivanov",71,250,73,"Southpaw",1986,3.32,40,4.15,54,1.06,54,75,0.2
"689","Yves Jabouin",67,135,68,"Orthodox",1979,3.06,41,2.93,62,1.94,60,82,0.1
"690","Quinton Jackson",73,205,73,"Orthodox",1978,3.25,54,2.51,55,1.52,56,73,0.1
"691","Jason Jackson",73,170,78,"Orthodox",1990,2.24,48,1.31,56,0,0,0,0
"692","Damon Jackson",71,145,71,"Switch",1988,2.46,35,3.63,45,1.14,20,35,2.7
"693","Montel Jackson",70,135,75,"Southpaw",1992,3.77,55,1.5,56,4.15,77,66,0.2
"694","Dustin Jacoby",75,205,76,"Orthodox",1988,3.68,46,2.94,61,0.22,100,70,0
"695","Ryan Janes",75,185,76,"Orthodox",1981,7.69,48,5.53,59,0.35,100,58,0
"696","Virna Jandiroba",63,115,64,"Orthodox",1988,2.39,46,3.08,54,3.16,53,73,2
"697","Dave Jansen",69,155,73,"Orthodox",1979,2.94,33,3.67,58,2.79,28,38,0.9
"698","Keith Jardine",74,185,76,"Orthodox",1975,3.25,36,2.98,59,1.18,45,62,0.7
"699","Justin Jaynes",67,155,68,"Orthodox",1989,3.58,42,6.49,58,0,0,33,0.6
"700","Rony Jason",67,145,73,"Orthodox",1984,2.04,44,3.14,53,0.59,30,36,0.8
"701","Joanna Jedrzejczyk",66,115,65,"Orthodox",1987,6.3,48,3.08,64,0.28,62,81,0.1
"702","Aaron Jeffery",74,185,74,"Orthodox",1992,6.21,84,4.14,39,0,0,75,0
"703","Ryan Jensen",73,185,76,"Orthodox",1977,2.84,39,2.99,59,1.55,50,31,1.9
"704","Carls John De Tomas",65,125,71,"Southpaw",1996,1.74,37,3.93,44,1.37,33,66,0
"705","Sung Bin Jo",72,145,72,"Orthodox",1992,1.4,33,2.67,51,1,33,83,1
"706","Brett Johns",67,135,71,"Orthodox",1992,2.86,49,3.84,53,4.92,49,58,1
"707","Miles Johns",67,135,66,"Orthodox",1994,3.33,48,2.42,68,1.21,30,87,0
"708","DaMarques Johnson",73,170,75,"Orthodox",1982,2.11,37,3.75,51,1.18,55,19,0.7
"709","Lavar Johnson",76,240,82,"Orthodox",1977,5.39,55,2.54,55,0.61,66,54,0.6
"710","Ryan Jimmo",73,205,73,"Orthodox",1981,3.12,66,2.77,46,0.45,28,87,0
"711","Kajan Johnson",71,155,75,"Orthodox",1984,2.47,42,1.59,64,1.54,37,62,0.2
"712","Demetrious Johnson",63,125,66,"Orthodox",1986,3.43,54,1.66,67,3.35,56,65,0.5
"713","Michael Johnson",70,155,73,"Southpaw",1986,4.21,38,3.82,58,0.49,45,77,0.1
"714","Timothy Johnson",75,265,77,"Southpaw",1985,3.43,45,3.08,44,1.09,24,69,0
"715","Jordan Johnson",74,205,79,"Orthodox",1988,3.45,47,2.64,53,3.25,42,100,1.2
"716","Taylor Johnson",72,185,74,"Switch",1990,5.09,60,1.13,33,8.49,100,100,0
"717","Anthony Johnson",74,205,78,"Orthodox",1984,3.25,47,1.83,60,2.43,57,77,0.6
"718","Jose Johnson",72,135,72,"Orthodox",1995,1,46,1.87,51,0,0,29,0
"719","Chad Johnson",74,230,80,"Orthodox",1986,5.92,68,7.8,40,0,0,0,0
"720","Daniel Jolly",73,205,75,"Orthodox",1984,1.32,46,3.39,44,2.83,33,50,0
"721","Liana Jojua",64,125,62,"Orthodox",1995,2.53,39,4.86,48,1.49,66,50,2.2
"722","Jon Jones",76,205,84,"Orthodox",1987,4.3,57,2.22,64,1.85,44,95,0.4
"723","Jamelle Jones",72,205,75,"Orthodox",1988,1.78,80,3.11,65,0,0,0,0
"724","Trevin Jones",67,140,70,"Southpaw",1990,3.84,61,6.81,35,1.17,20,0,0
"725","Jocelyn Jones-Lybarger",67,115,64,"Orthodox",1985,2.96,31,4.83,56,0.34,25,81,0
"726","Shawn Jordan",72,260,75,"Southpaw",1984,2.87,50,3.3,47,1.97,38,76,0.1
"727","Ivan Jorge",69,155,73,"Orthodox",1980,3.41,49,2.91,59,1.56,16,75,0.6
"728","Scott Jorgensen",65,135,66,"Orthodox",1982,3.37,40,3.41,65,2.61,45,59,0.7
"729","Krzysztof Jotko",73,185,77,"Southpaw",1989,2.98,45,1.9,58,1.27,35,87,0.1
"730","Alan Jouban",72,170,73,"Southpaw",1981,5.67,50,3.77,60,0.51,44,58,0.3
"731","Charles Jourdain",69,145,69,"Switch",1995,4.79,45,4.11,61,0,0,47,0.7
"732","Dustin Joynson",78,244,78,"Orthodox",1985,3.28,53,5.63,47,0,0,0,0
"733","Luke Jumeau",71,170,72,"Orthodox",1988,2.93,43,3.17,58,0.25,100,86,0
"734","Chan Sung Jung",67,145,72,"Orthodox",1987,4.15,41,4.01,56,0.62,41,75,0.5
"735","Da-Un Jung",76,205,78,"Orthodox",1993,5.06,43,5.38,55,0,0,83,0.5
"736","Myles Jury",70,145,73,"Orthodox",1988,2.94,42,2.16,66,2.16,55,50,0.3
"737","Cristiane Justino",68,145,68,"Orthodox",1985,7.28,52,2.25,64,0.66,55,94,0.4
"738","Kai Kamaka",67,145,69,"Orthodox",1995,6.58,60,6.74,49,3.68,75,37,0.6
"739","Martin Kampmann",72,170,72,"Orthodox",1982,3.22,42,3.28,62,1.86,41,78,2
"740","Masanori Kanehara",67,135,67,"Orthodox",1982,1.88,49,1.63,62,1.44,50,63,0.9
"741","Kyung Ho Kang",69,135,73,"Orthodox",1987,2.52,44,2.43,58,2.53,59,71,1.1
"742","Bharat Kandare",67,135,72,"Orthodox",1987,0.7,10,1.88,72,0,0,0,0
"743","Denis Kang",71,185,77,"Orthodox",1977,2.27,35,1.65,67,2.51,65,38,1.2
"744","Manel Kape",65,125,68,"Southpaw",1993,3.67,45,4.3,48,1,28,80,0
"745","Impa Kasanganay",71,185,75,"Orthodox",1994,5.36,49,3.52,60,1.44,83,63,0
"746","Kai Kara-France",64,125,69,"Orthodox",1993,5.02,39,3.84,66,0.53,23,86,0
"747","Alex Karalexis",68,155,66,"Orthodox",1977,2.57,42,2.39,54,2.7,45,86,0.9
"748","Nadia Kassem",65,125,66,"Southpaw",1995,3.13,41,4.48,48,0.46,33,40,2.8
"749","Brad Katona",66,135,64,"Orthodox",1991,3.33,51,2.98,57,1.25,22,47,0
"750","Calvin Kattar",71,145,72,"Orthodox",1988,5.07,42,8.16,50,0.37,30,89,0
"751","Sarah Kaufman",65,135,66,"Orthodox",1985,6.65,46,4,62,0.38,57,81,0
"752","Tatsuya Kawajiri",67,145,69,"Orthodox",1978,2.04,44,2.01,50,3.63,48,63,1.1
"753","Brian Kelleher",66,145,66,"Switch",1986,3.92,39,5.47,53,1,25,59,0.7
"754","Chris Kelades",67,125,68,"Orthodox",1981,2.4,43,2.64,48,1.04,18,53,0.3
"755","Jeremy Kennedy",71,145,71,"Orthodox",1992,2.22,46,2.58,47,5.73,52,66,0
"756","Tony Kelley",69,135,70,"Switch",1987,4.57,47,4.77,43,0,0,50,2
"757","Daniel Kelly",72,185,70,"Southpaw",1977,3.62,38,4.64,61,1.86,34,78,0.3
"758","Paul Kelly",69,155,70,"Orthodox",1984,3.22,37,2.61,59,1.34,60,30,1.5
"759","Tim Kennedy",71,185,74,"Orthodox",1979,2.78,47,1.84,62,2.58,35,70,0.7
"760","Casey Kenney",67,140,68,"Southpaw",1991,4.81,42,4.3,59,1.1,39,59,0.5
"761","Will Kerr",70,155,69,"Orthodox",1982,1.91,42,6.22,33,0,0,0,14.3
"762","Sergey Khandozhko",73,170,74,"Orthodox",1992,2.83,42,1.7,60,0.5,16,64,0
"763","Rustam Khabilov",68,155,73,"Orthodox",1986,1.98,34,2.16,65,3.95,41,61,0.1
"764","Alfred Khashakyan",68,135,70,"Orthodox",1988,6.14,42,6.38,40,3.54,25,0,0
"765","Aliaskhab Khizriev",69,185,74,"Southpaw",1990,6,83,3.6,66,18,50,0,18
"766","Katsunori Kikuno",68,145,66,"Orthodox",1981,2.64,40,2.47,61,1.88,75,76,0.8
"767","Jacob Kilburn",69,145,72,"Orthodox",1995,2.56,33,6.78,35,0.51,5,20,0.5
"768","Pannie Kianzad",67,135,66,"Orthodox",1991,5.14,49,3.62,57,0.22,14,83,0.2
"769","Dong Hyun Kim",74,170,76,"Southpaw",1981,2.12,49,1.89,58,2.93,43,71,0.6
"770","Ji Yeon Kim",67,125,72,"Orthodox",1989,4.5,34,4.94,57,0,0,42,0
"771","Jeremy Kimball",72,205,72,"Switch",1991,2.81,46,3.84,49,1.41,20,50,0
"772","Dustin Kimura",67,135,71,"Orthodox",1989,1.33,21,3.82,51,0.93,37,50,2.2
"773","Rob Kimmons",70,185,73,"Orthodox",1981,1.86,48,4.79,38,2.08,46,25,2.4
"774","Kamuela Kirk",70,145,75,"Switch",1994,5.31,57,12.25,21,2.89,40,100,0
"775","Kyle Kingsbury",76,205,79,"Orthodox",1982,2.97,40,3.81,51,2.64,41,52,0
"776","Justine Kish",65,125,64,"Orthodox",1988,4.65,48,4.62,59,1.01,35,55,0.2
"777","Ludovit Klein",67,155,72,"Southpaw",1995,7.11,69,3.16,42,0,0,0,0
"778","Drakkar Klose",69,155,70,"Orthodox",1988,3.89,53,3.64,53,1.56,30,68,0
"779","William Knight",70,205,73,"Orthodox",1988,4.69,76,2.88,33,3.76,66,63,0.5
"780","Jason Knight",70,145,71,"Orthodox",1992,2.95,33,3.02,51,1.31,31,47,1.7
"781","Erik Koch",70,170,71,"Southpaw",1988,2.33,42,2.82,47,1.02,42,81,1
"782","Syuri Kondo",64,115,66,"Orthodox",1989,5.4,44,7.22,58,0,0,83,0.3
"783","Cheick Kongo",76,240,82,"Orthodox",1975,3.33,56,1.28,54,2.3,56,52,0.2
"784","Roman Kopylov",72,185,75,"Southpaw",1991,2.64,38,3.07,63,0,0,66,0
"785","Naoyuki Kotani",68,155,66,"Southpaw",1981,1.02,31,2.89,50,0.83,16,46,0.8
"786","Josh Koscheck",70,170,73,"Orthodox",1977,1.79,36,2.27,63,2.46,48,64,0.4
"787","Karolina Kowalkiewicz",63,115,64,"Orthodox",1985,5.27,39,5.65,56,0.1,12,75,0.1
"788","Derrick Krantz",70,170,72,"Orthodox",1988,2.07,37,4.03,50,3.18,50,0,0.8
"789","James Krause",74,170,73,"Orthodox",1986,4.79,49,4.11,61,0.96,18,59,0.9
"790","Nikita Krylov",75,205,77,"Orthodox",1992,4.33,56,2.52,43,1.34,33,55,1.3
"791","Mariusz Ksiazkiewicz",75,185,75,"Southpaw",1989,0.93,45,3.4,39,4,100,0,2
"792","Anton Kuivanen",68,155,72,"Orthodox",1984,2.27,38,1.63,67,1.2,100,71,0.4
"793","Aleksei Kunchenko",68,170,70,"Orthodox",1984,3.67,44,2.83,63,0.25,33,80,0
"794","Michael Kuiper",72,185,73,"Orthodox",1989,3.28,54,3.62,54,2.3,55,79,0
"795","Kiichi Kunimoto",70,170,71,"Orthodox",1981,1.87,44,3.92,41,1.59,20,28,0.3
"796","Yana Kunitskaya",66,135,68,"Orthodox",1989,4.22,57,2.62,51,1.62,53,50,0.2
"797","Korey Kuppe",77,170,77,"Switch",1989,0.73,73,1.33,31,0,0,69,1
"798","Ramazan Kuramagomedov",73,170,73,"Orthodox",1996,11.67,67,9.13,54,1,14,0,0
"799","Guram Kutateladze",71,155,72,"Orthodox",1992,2.47,43,3.47,58,0,0,68,0
"800","Mike Kyle",76,205,77,"Orthodox",1980,3.93,51,3.35,49,1.33,62,50,0.8
"801","Ryan LaFlare",73,170,74,"Southpaw",1983,2.89,40,1.86,63,2.13,44,58,0.2
"802","Aspen Ladd",66,135,66,"Orthodox",1995,5.22,55,4.84,46,2.45,75,66,1.2
"803","Noad Lahat",69,145,69,"Orthodox",1984,2.79,46,1.47,63,2.37,26,16,2.4
"804","Jason Lambert",75,185,75,"Orthodox",1975,3.21,58,1.84,50,1.35,36,28,2.4
"805","Ricardo Lamas",68,145,71,"Orthodox",1982,3.13,47,2.87,57,1.84,33,46,0.9
"806","Nate Landwehr",69,145,72,"Orthodox",1988,7.02,50,7.67,51,0,0,85,0
"807","Chad Laprise",70,170,71,"Orthodox",1986,4.78,42,3.59,65,1.05,54,78,0
"808","Taylor Lapilus",66,135,73,"Southpaw",1992,3.77,45,2,61,0.58,40,81,0.6
"809","TJ Laramie",66,145,66,"Orthodox",1997,2.73,51,3.24,26,2.56,50,0,0
"810","Lina Lansberg",67,135,65,"Orthodox",1982,2.76,57,3.7,44,0.71,33,50,0.1
"811","Jeremy Larsen",70,145,70,"Orthodox",1984,4.87,48,5.75,57,2.49,33,0,0
"812","Bobby Lashley",75,255,78,"Orthodox",1976,3.1,63,0.76,63,11.47,70,0,0
"813","Brock Larson",71,170,71,"Southpaw",1977,1.39,46,1.5,55,2.67,34,43,2
"814","Ilir Latifi",70,205,73,"Orthodox",1983,2.01,40,2.84,56,2.02,32,100,0.4
"815","Jenel Lausa",65,125,68,"Orthodox",1988,1.44,42,3.53,53,0.55,66,51,0.8
"816","Joe Lauzon",70,155,71,"Orthodox",1984,2.84,39,5.39,54,2.39,45,54,2
"817","Muhammed Lawal",72,205,78,"Southpaw",1981,3.79,52,1.61,66,5.96,75,87,0
"818","Tom Lawlor",72,205,74,"Southpaw",1983,2.5,42,2.41,60,2.46,32,57,1.4
"819","Justin Lawrence",68,145,67,"Orthodox",1990,3.84,35,2.83,67,0.72,28,73,0
"820","Lance Lawrence",73,145,74,"Orthodox",1993,5.87,50,9.8,24,1,100,50,0
"821","Robbie Lawler",71,170,74,"Southpaw",1982,3.5,45,4.16,60,0.68,64,64,0
"822","Lorenz Larkin",71,170,72,"Orthodox",1986,3.53,46,2.74,63,0.27,42,79,0.1
"823","Ronnie Lawrence",68,135,68,"Switch",1992,3.8,58,1.09,61,10.86,76,100,0.5
"824","Valmir Lazaro",72,155,73,"Orthodox",1985,4.87,37,4.09,61,1.33,40,96,0
"825","Mounir Lazzez",73,170,76,"Orthodox",1987,5.69,55,4.78,45,3.41,100,60,0
"826","Cung Le",69,185,70,"Southpaw",1972,4.36,48,2.98,66,1.37,71,88,0.3
"827","Thanh Le",69,145,74,"Orthodox",1985,1.97,40,1.82,70,0,0,100,0
"828","Jordan Leavitt",69,155,71,"Southpaw",1995,1.08,55,0.43,75,6.5,66,0,3.2
"829","Mickael Lebout",71,155,73,"Orthodox",1987,2.6,34,2.98,54,0,0,60,0
"830","Chris Leben",71,185,73,"Southpaw",1980,2.87,42,2.87,52,1.14,41,53,0.8
"831","Justin Ledet",76,205,80,"Orthodox",1988,3.35,39,4.82,49,0.23,50,42,0.2
"832","Vaughan Lee",66,125,66,"Orthodox",1982,3.47,47,2.07,70,0.81,33,72,1
"833","Andrea Lee",66,125,69,"Orthodox",1989,5.58,49,3.83,65,1.67,45,57,0.5
"834","Kevin Lee",69,170,77,"Orthodox",1992,3.9,42,3.23,51,3.21,43,75,0.8
"835","Cheyden Leialoha",68,135,73,"Orthodox",1994,1.87,28,3.2,53,2,33,71,0
"836","Thales Leites",73,185,78,"Orthodox",1981,2.13,40,2.99,52,2.1,27,30,1.1
"837","Amanda Lemos",64,115,65,"Southpaw",1987,6.21,64,5.39,45,1.98,100,100,0.5
"838","Jesse Lennox",69,170,72,"Orthodox",1982,2.69,32,3.2,64,1.22,66,63,0.3
"839","Nik Lentz",68,145,68,"Orthodox",1984,3.44,47,3.25,50,3.3,32,43,1.2
"840","Victoria Leonardo",65,125,64,"Orthodox",1990,3.4,37,4.15,47,2.39,37,0,0
"841","Brock Lesnar",75,265,81,"Orthodox",1977,3.53,72,2.11,50,3.9,55,60,0.5
"842","Valerie Letourneau",67,115,68,"Orthodox",1983,4.51,37,5.4,58,0.77,45,66,0.3
"843","Leah Letson",67,145,71,"",1992,4.87,40,3.8,63,0,0,100,0
"844","Marcus LeVesseur",69,155,70,"Southpaw",1982,2.55,64,3.7,37,3.89,36,83,0.6
"845","Natan Levy",69,155,71,"Southpaw",1991,1.65,60,0.82,57,2.75,100,100,2.8
"846","Derrick Lewis",75,260,79,"Orthodox",1985,2.59,50,2.16,44,0.52,26,54,0
"847","Bevon Lewis",75,185,79,"Orthodox",1991,3.73,43,2.67,54,0,0,66,0
"848","Li Jingliang",72,170,71,"Orthodox",1988,4.52,42,3.65,59,1.28,39,59,0
"849","Chuck Liddell",74,205,76,"Orthodox",1969,2.97,35,2.71,56,0.44,75,81,0
"850","Hyun Gyu Lim",75,170,77,"Orthodox",1985,4.45,41,5.07,51,0.23,100,73,0.2
"851","Juliana Lima",65,115,65,"Orthodox",1982,1.94,44,2.11,55,1.72,31,70,0
"852","Dhiego Lima",74,170,75,"Orthodox",1989,3.14,38,3.93,59,1.38,42,73,0.7
"853","Jess Liaudin",69,170,72,"Orthodox",NA,2.46,51,2.76,41,3.28,53,30,1.6
"854","Matt Lindland",72,185,74,"Southpaw",1970,2.62,50,1.56,52,3.01,48,60,1.3
"855","John Lineker",63,135,67,"Orthodox",1990,5.36,40,4.27,56,0.56,58,67,0.6
"856","Philipe Lins",74,240,78,"Orthodox",1985,2.66,40,3.68,49,0,0,0,0
"857","Ariane Lipski",66,125,67,"Orthodox",1994,3.03,32,4.45,48,0.27,25,45,0.5
"858","Dean Lister",73,185,75,"Orthodox",1976,1.26,35,1.89,61,1.58,15,50,1.1
"859","Artem Lobov",69,145,65,"Southpaw",1986,3.52,41,4.82,50,0.39,25,52,0
"860","Dylan Lockard",69,145,72,"Orthodox",1992,1.31,53,3.31,52,2.31,40,28,1.2
"861","Michael Lombardo",72,170,72,"Orthodox",1990,1.47,62,2.63,31,2.5,21,60,0
"862","David Loiseau",72,185,76,"Orthodox",1979,1.59,44,3.64,43,0.43,42,36,0.1
"863","Christian Lohsen",74,155,77,"Southpaw",1995,5.27,49,6.93,44,0,0,0,2
"864","Hector Lombard",69,185,71,"Southpaw",1978,3.02,46,3.35,53,1.69,48,77,0.5
"865","Austin Lingo",70,145,70,"Orthodox",1994,3.57,44,3.17,62,1,66,76,0
"866","Loma Lookboonmee",61,115,61,"Orthodox",1996,5.16,55,3.09,59,0.67,25,72,0
"867","Gustavo Lopez",65,135,67,"Orthodox",1989,2.24,41,4.65,51,1.07,50,27,0.5
"868","Matthew Lopez",67,135,69,"Southpaw",1987,3.13,50,3.73,55,3.32,60,71,1.3
"869","Brendan Loughnane",70,145,70,"Switch",1989,6.23,63,6.7,53,1.5,30,92,0
"870","Benito Lopez",70,135,73,"Switch",1994,4.49,44,4.8,58,0,0,78,0.3
"871","Joe Lowry",71,155,73,"Orthodox",1989,3.97,34,4.25,63,0,0,0,0
"872","Duane Ludwig",70,170,70,"Orthodox",1978,4.62,44,3.05,57,0.43,25,59,0.1
"873","Dalcha Lungiambula",68,185,76,"Orthodox",1987,1.85,50,2.27,43,2.07,50,75,0
"874","Travis Lutter",71,185,75,"Orthodox",1973,0.41,32,2.42,42,1.95,24,30,0.7
"875","Tucker Lutz",68,155,72,"Orthodox",1994,4.33,49,2.8,47,2,57,81,0.5
"876","Vicente Luque",71,170,75,"Orthodox",1991,5.72,53,5.82,52,0.68,50,64,0.8
"877","Chris Lytle",71,170,68,"Orthodox",1974,3.76,45,3.03,58,0.7,55,55,2.4
"878","Dong Hyun Ma",71,155,70,"Orthodox",1988,2.84,41,4.1,54,1.27,53,33,0
"879","William Macario",71,170,75,"Orthodox",1991,4.92,54,3.96,65,1.85,45,78,0
"880","Jason MacDonald",75,185,80,"Orthodox",1975,1.55,52,2.7,46,1.43,16,35,2
"881","Rob MacDonald",75,205,78,"Orthodox",1978,1.8,50,2.04,46,7.19,80,80,5.4
"882","Rory MacDonald",72,170,76,"Orthodox",1989,3.75,42,2.8,62,1.77,47,88,0.4
"883","Ryan MacDonald",71,135,71,"Switch",1993,2.28,29,6.49,45,0,0,0,0
"884","Veronica Macedo",64,125,64,"Southpaw",1995,3.13,39,5.06,43,0.57,18,46,0.6
"885","Lyoto Machida",73,185,74,"Southpaw",1978,2.59,53,1.57,61,1.21,65,75,0.4
"886","Pauline Macias",64,115,64,"Southpaw",1988,0.8,29,4.6,42,2,18,0,0
"887","Don Madge",72,155,72,"Southpaw",1990,2.08,52,0.74,67,2.22,25,80,0.7
"888","Mark Madsen",68,155,72,"Orthodox",1984,2.28,42,2.53,46,8.33,64,0,0
"889","Jon Madsen",72,240,72,"Orthodox",1980,2.46,41,1.18,81,1.32,71,70,0
"890","Yoshiro Maeda",67,139,68,"Southpaw",1981,2.36,33,2.55,63,2.93,51,50,0.7
"891","Vinny Magalhaes",75,205,75,"Orthodox",1984,2.14,24,3.97,68,1.55,44,66,0.8
"892","Caio Magalhaes",73,185,73,"Orthodox",1987,2.27,40,2.78,56,1.05,15,58,1.6
"893","Reza Madadi",71,155,73,"Orthodox",1978,2.51,46,3.31,66,3.17,33,89,0.5
"894","Angela Magana",61,115,65,"Orthodox",1983,1.53,28,4.92,42,0.4,25,28,0.4
"895","Neil Magny",75,170,80,"Orthodox",1987,3.67,47,2.05,56,2.46,45,57,0.3
"896","Rashid Magomedov",69,155,70,"Orthodox",1984,4.4,49,3.05,54,0.67,57,89,0.2
"897","Ruslan Magomedov",75,242,78,"Orthodox",1986,4.02,47,1.47,66,0.33,100,88,0
"898","John Maguire",69,155,69,"Southpaw",1983,1.41,41,2.44,65,2.8,46,77,1.1
"899","Zabit Magomedsharipov",73,145,73,"Orthodox",1991,4.89,48,3,64,5.22,56,77,0.8
"900","Leonardo Mafra",70,155,70,"Orthodox",1989,4.55,48,4.38,43,2.12,83,69,0.4
"901","Levan Makashvili",68,145,68,"Orthodox",1989,2.87,54,2.07,61,3.67,42,85,0
"902","Jennifer Maia",64,125,64,"Orthodox",1988,3.34,39,3.52,52,0.34,50,56,0.2
"903","John Makdessi",68,155,68,"Orthodox",1985,5.36,51,3.76,70,0,0,88,0
"904","Demian Maia",73,170,72,"Southpaw",1977,1.82,43,2.03,63,2.55,26,61,1
"905","Islam Makhachev",70,155,70,"Southpaw",1991,2,56,0.77,70,3.46,68,93,1
"906","Zach Makovsky",64,125,64,"Southpaw",1983,1.94,43,2.24,62,3.71,30,56,0.3
"907","Fabio Maldonado",73,205,75,"Orthodox",1980,5.29,58,4.31,53,0.44,57,61,0.6
"908","Bea Malecki",69,135,74,"Orthodox",1991,6.78,46,6.14,62,0,0,78,1.4
"909","Nate Maness",70,135,72,"Orthodox",1991,2.4,45,4.63,45,1.33,66,88,0.7
"910","Cristiano Marcello",69,155,72,"Orthodox",1977,2.56,33,3.61,58,0.44,11,20,0.9
"911","Jimi Manuwa",73,205,79,"Orthodox",1980,3.43,54,3.97,49,0.53,18,70,0.4
"912","Marcos Mariano",73,155,76,"Switch",1986,0.25,27,2.11,43,0,0,28,0
"913","Ronny Markes",73,185,75,"Orthodox",1988,2.17,53,2.43,45,3.13,40,100,0.5
"914","Rory Markham",72,170,71,"Orthodox",1982,1.98,21,10.27,45,0,0,0,0
"915","Christina Marks",67,125,69,"Orthodox",1985,5,58,3,64,7.5,100,0,0
"916","Randa Markos",64,115,63,"Orthodox",1985,2.85,41,3.2,59,1.23,28,57,0.2
"917","Nate Marquardt",72,185,74,"Orthodox",1979,2.71,49,2.32,55,1.87,51,70,0.8
"918","Danilo Marques",78,205,77,"Orthodox",1985,1.81,88,1.41,50,4.83,34,0,1.2
"919","Carmelo Marrero",72,205,73,"Orthodox",1981,0.84,34,2.04,54,3.21,36,36,0.9
"920","Julian Marquez",74,185,72,"Orthodox",1990,3.5,40,2.98,52,0,0,53,3.4
"921","Eliot Marshall",74,205,77,"Orthodox",1980,1.93,27,2.39,67,0.47,33,79,0.9
"922","Jack Marshman",72,185,73,"Orthodox",1989,2.74,25,4.19,56,0,0,20,0
