player_name,pitch_type,result,release_speed,description,count,outs_when_up
"Kershaw, Clayton",SL,X,90.4,hit_into_play,2-0,2
"Kershaw, Clayton",FF,B,95.6,ball,1-0,2
"Kershaw, Clayton",FF,B,95.2,ball,0-0,2
"Kershaw, Clayton",SL,X,90.5,hit_into_play,0-0,1
"Kershaw, Clayton",FF,X,95.6,hit_into_play,0-1,0
"Kershaw, Clayton",SL,S,90.7,foul,0-0,0
"Kershaw, Clayton",CU,X,74.5,hit_into_play,0-1,0
"Kershaw, Clayton",FF,S,94.3,foul,0-0,0
"Kershaw, Clayton",SL,X,91.6,hit_into_play,2-1,2
"Kershaw, Clayton",SL,B,91.1,ball,1-1,2
"Kershaw, Clayton",FF,S,95.9,called_strike,1-0,2
"Kershaw, Clayton",FF,B,95.3,ball,0-0,2
"Kershaw, Clayton",CU,S,75.1,called_strike,2-2,1
"Kershaw, Clayton",SL,S,90.3,foul,2-2,1
"Kershaw, Clayton",SL,S,90.8,called_strike,2-1,1
"Kershaw, Clayton",FF,B,94.7,ball,1-1,1
"Kershaw, Clayton",FF,S,96.4,foul,1-0,1
"Kershaw, Clayton",FF,B,95.6,ball,0-0,1
"Kershaw, Clayton",CU,S,75.6,swinging_strike,2-2,0
"Kershaw, Clayton",CU,B,72.3,ball,1-2,0
"Kershaw, Clayton",FF,S,94.8,foul,1-1,0
"Kershaw, Clayton",CU,B,72.8,ball,0-1,0
"Kershaw, Clayton",FF,S,94.8,foul,0-0,0
"Kershaw, Clayton",CU,S,75.5,foul_tip,0-2,2
"Kershaw, Clayton",SL,S,90.3,foul,0-2,2
"Kershaw, Clayton",FF,S,94.8,foul,0-1,2
"Kershaw, Clayton",FF,S,94.3,foul,0-0,2
"Kershaw, Clayton",FF,X,95.1,hit_into_play,2-1,2
"Kershaw, Clayton",CU,B,75.1,ball,1-1,2
"Kershaw, Clayton",SI,B,94.6,ball,0-1,2
"Kershaw, Clayton",FF,S,95.3,foul,0-0,2
"Kershaw, Clayton",SL,S,91.6,swinging_strike,1-2,1
"Kershaw, Clayton",FF,S,94.4,foul,1-1,1
"Kershaw, Clayton",FF,B,94.2,ball,0-1,1
"Kershaw, Clayton",FF,S,95.3,called_strike,0-0,1
"Kershaw, Clayton",CU,S,75.7,swinging_strike_blocked,1-2,0
"Kershaw, Clayton",SL,B,90.5,ball,0-2,0
"Kershaw, Clayton",SL,S,90.5,swinging_strike,0-1,0
"Kershaw, Clayton",FF,S,94.7,foul,0-0,0
"Kershaw, Clayton",SL,S,90.8,swinging_strike,1-2,2
"Kershaw, Clayton",FF,S,95.9,foul,1-2,2
"Kershaw, Clayton",CU,B,75.9,ball,0-2,2
"Kershaw, Clayton",SL,S,91.1,swinging_strike,0-1,2
"Kershaw, Clayton",FF,S,95.6,foul,0-0,2
"Kershaw, Clayton",CU,X,73.4,hit_into_play,1-2,1
"Kershaw, Clayton",FF,B,96.2,ball,0-2,1
"Kershaw, Clayton",CU,S,75.4,called_strike,0-1,1
"Kershaw, Clayton",FF,S,95.9,called_strike,0-0,1
"Kershaw, Clayton",FF,X,93.7,hit_into_play,0-1,1
"Kershaw, Clayton",SL,S,91.4,foul,0-0,1
"Kershaw, Clayton",FF,X,95.7,hit_into_play,1-1,0
"Kershaw, Clayton",CU,B,72.1,ball,0-1,0
"Kershaw, Clayton",SL,S,90.6,called_strike,0-0,0
"Kershaw, Clayton",SL,X,90.9,hit_into_play,2-1,2
"Kershaw, Clayton",CU,B,74.5,ball,1-1,2
"Kershaw, Clayton",SL,S,92.1,called_strike,1-0,2
"Kershaw, Clayton",FF,B,93.6,ball,0-0,2
"Kershaw, Clayton",FF,X,94.9,hit_into_play,0-1,1
"Kershaw, Clayton",FF,S,95.2,swinging_strike,0-0,1
"Kershaw, Clayton",FF,X,95.4,hit_into_play,2-1,0
"Kershaw, Clayton",CU,B,74.1,ball,1-1,0
"Kershaw, Clayton",FF,B,94.3,ball,0-1,0
"Kershaw, Clayton",FF,S,94.7,called_strike,0-0,0
"Kershaw, Clayton",FF,S,96.3,called_strike,1-2,2
"Kershaw, Clayton",CU,S,75,foul,1-1,2
"Kershaw, Clayton",FF,S,95.5,called_strike,1-0,2
"Kershaw, Clayton",FF,B,95.8,ball,0-0,2
"Kershaw, Clayton",SL,S,91.8,swinging_strike,1-2,1
"Kershaw, Clayton",FF,S,95.3,foul,1-2,1
"Kershaw, Clayton",SL,B,92.6,ball,0-2,1
"Kershaw, Clayton",CU,S,75.6,foul,0-2,1
"Kershaw, Clayton",FF,S,96,foul,0-2,1
"Kershaw, Clayton",FF,S,94.2,called_strike,0-1,1
"Kershaw, Clayton",SI,S,95.5,called_strike,0-0,1
"Kershaw, Clayton",FF,X,94.8,hit_into_play,1-0,0
"Kershaw, Clayton",FF,B,95,ball,0-0,0
"Kershaw, Clayton",FF,X,95.9,hit_into_play,0-0,2
"Kershaw, Clayton",FF,X,96.5,hit_into_play,3-1,1
"Kershaw, Clayton",SL,B,91.5,blocked_ball,2-1,1
"Kershaw, Clayton",SL,B,91.9,ball,1-1,1
"Kershaw, Clayton",FF,B,95.6,ball,0-1,1
"Kershaw, Clayton",FF,S,95.4,called_strike,0-0,1
"Kershaw, Clayton",FF,B,95,ball,3-2,1
"Kershaw, Clayton",SL,B,92,ball,2-2,1
"Kershaw, Clayton",SL,B,91.9,ball,1-2,1
"Kershaw, Clayton",CU,B,74.9,ball,0-2,1
"Kershaw, Clayton",FF,S,95.9,foul,0-1,1
"Kershaw, Clayton",FF,S,95.9,foul,0-0,1
"Kershaw, Clayton",SI,X,95.9,hit_into_play,3-2,0
"Kershaw, Clayton",CU,B,73,ball,2-2,0
"Kershaw, Clayton",FF,S,95.7,foul,2-1,0
"Kershaw, Clayton",FF,B,94.1,ball,1-1,0
"Kershaw, Clayton",FF,S,95.1,called_strike,1-0,0
"Kershaw, Clayton",SI,B,95.5,ball,0-0,0
"Kershaw, Clayton",FF,B,95.5,ball,3-2,2
"Kershaw, Clayton",FF,S,95.2,foul,3-2,2
"Kershaw, Clayton",CU,B,75.7,blocked_ball,2-2,2
"Kershaw, Clayton",FF,B,95.3,ball,1-2,2
"Kershaw, Clayton",FF,S,95.6,swinging_strike,1-1,2
"Kershaw, Clayton",CU,B,74.5,blocked_ball,0-1,2
"Kershaw, Clayton",FF,S,94.6,foul,0-0,2
"Kershaw, Clayton",FF,X,93.8,hit_into_play,1-0,1
"Kershaw, Clayton",FF,B,94.6,ball,0-0,1
"Kershaw, Clayton",SL,B,87.6,ball,3-2,1
"Kershaw, Clayton",SL,S,89.6,foul,3-2,1
"Kershaw, Clayton",FF,B,95.2,ball,2-2,1
"Kershaw, Clayton",CU,B,74.6,blocked_ball,1-2,1
"Kershaw, Clayton",SL,B,89.4,ball,0-2,1
"Kershaw, Clayton",CU,S,75.3,foul,0-2,1
"Kershaw, Clayton",SL,S,89.4,foul,0-1,1
"Kershaw, Clayton",SL,S,89.8,called_strike,0-0,1
"Kershaw, Clayton",SL,X,91.1,hit_into_play,1-1,0
"Kershaw, Clayton",CU,B,74,ball,0-1,0
"Kershaw, Clayton",FF,S,94.9,called_strike,0-0,0
"Kershaw, Clayton",SL,B,88.5,ball,3-1,0
"Kershaw, Clayton",FF,S,95.1,called_strike,3-0,0
"Kershaw, Clayton",SL,B,88,ball,2-0,0
"Kershaw, Clayton",SL,B,88.9,ball,1-0,0
"Kershaw, Clayton",FF,B,93.9,ball,0-0,0
"Kershaw, Clayton",SL,X,91.5,hit_into_play,0-0,2
"Kershaw, Clayton",FF,X,95.3,hit_into_play,1-1,1
"Kershaw, Clayton",SL,S,89,foul,1-0,1
"Kershaw, Clayton",FF,B,93.4,ball,0-0,1
"Kershaw, Clayton",SL,X,88.4,hit_into_play,0-0,0
"Kershaw, Clayton",SL,S,90.5,foul_tip,2-2,2
"Kershaw, Clayton",SL,S,89.6,swinging_strike,2-1,2
"Kershaw, Clayton",SL,B,89.7,blocked_ball,1-1,2
"Kershaw, Clayton",CU,B,73.9,blocked_ball,0-1,2
"Kershaw, Clayton",FF,S,95.6,called_strike,0-0,2
"Kershaw, Clayton",SL,X,91.6,hit_into_play,1-2,2
"Kershaw, Clayton",CU,S,74.5,foul,1-1,2
"Kershaw, Clayton",FF,B,94.6,ball,0-1,2
"Kershaw, Clayton",FF,S,95.6,called_strike,0-0,2
"Kershaw, Clayton",SL,S,90.6,swinging_strike,2-2,1
"Kershaw, Clayton",CU,B,74.8,ball,1-2,1
"Kershaw, Clayton",CU,S,74.5,foul,1-2,1
"Kershaw, Clayton",FF,S,94.9,foul,1-1,1
"Kershaw, Clayton",FF,S,94.5,foul,1-0,1
"Kershaw, Clayton",FF,B,95.2,ball,0-0,1
"Kershaw, Clayton",SL,S,90.1,called_strike,0-2,0
"Kershaw, Clayton",SL,S,89.7,swinging_strike,0-1,0
"Kershaw, Clayton",FF,S,94.5,called_strike,0-0,0
"Kershaw, Clayton",CU,X,73.5,hit_into_play,1-1,2
"Kershaw, Clayton",FF,S,94.8,called_strike,1-0,2
"Kershaw, Clayton",FF,B,94.2,ball,0-0,2
"Kershaw, Clayton",CU,S,74.1,swinging_strike_blocked,2-2,1
"Kershaw, Clayton",CU,B,74.7,ball,1-2,1
"Kershaw, Clayton",SL,S,90.6,swinging_strike,1-1,1
"Kershaw, Clayton",CU,B,74.2,ball,0-1,1
"Kershaw, Clayton",SL,S,89.4,called_strike,0-0,1
"Kershaw, Clayton",FF,S,95.2,called_strike,0-2,0
"Kershaw, Clayton",SL,S,91.1,foul,0-1,0
"Kershaw, Clayton",FF,S,94.7,swinging_strike,0-0,0
"Kershaw, Clayton",FF,X,94.7,hit_into_play,2-0,0
"Kershaw, Clayton",FF,B,93.8,ball,1-0,0
"Kershaw, Clayton",SL,B,90.4,ball,0-0,0
"Kershaw, Clayton",CU,S,74.5,swinging_strike_blocked,2-2,2
"Kershaw, Clayton",FF,S,96.2,foul,2-1,2
"Kershaw, Clayton",FF,S,96.5,foul,2-0,2
"Kershaw, Clayton",SL,B,89.7,ball,1-0,2
"Kershaw, Clayton",SL,B,91.8,ball,0-0,2
"Kershaw, Clayton",SL,S,91.6,called_strike,0-2,1
"Kershaw, Clayton",FF,S,95.2,foul,0-1,1
"Kershaw, Clayton",FF,S,95.3,swinging_strike,0-0,1
"Kershaw, Clayton",SL,X,89.9,hit_into_play,2-2,1
"Kershaw, Clayton",SL,S,90,swinging_strike,2-1,1
"Kershaw, Clayton",FF,B,95.7,ball,1-1,1
"Kershaw, Clayton",CU,B,74.4,ball,0-1,1
"Kershaw, Clayton",FF,S,95.3,called_strike,0-0,1
"Kershaw, Clayton",SL,X,89.8,hit_into_play,2-2,0
"Kershaw, Clayton",CU,B,73.5,ball,1-2,0
"Kershaw, Clayton",FF,S,94.6,foul,1-1,0
"Kershaw, Clayton",SL,B,90.3,ball,0-1,0
"Kershaw, Clayton",FF,S,94.4,foul,0-0,0
"Kershaw, Clayton",CU,S,74.5,swinging_strike_blocked,0-2,2
"Kershaw, Clayton",SL,S,90.9,foul,0-1,2
"Kershaw, Clayton",SL,S,89.6,foul,0-0,2
"Kershaw, Clayton",CU,S,75.8,swinging_strike_blocked,1-2,1
"Kershaw, Clayton",SL,S,91.6,swinging_strike,1-1,1
"Kershaw, Clayton",SL,S,89.6,swinging_strike,1-0,1
"Kershaw, Clayton",FF,B,94.6,ball,0-0,1
"Kershaw, Clayton",FF,X,95.1,hit_into_play,0-0,1
"Kershaw, Clayton",FF,X,94.5,hit_into_play,2-0,0
"Kershaw, Clayton",SL,B,90,ball,1-0,0
"Kershaw, Clayton",FF,B,94,ball,0-0,0
"Kershaw, Clayton",SL,S,92.2,swinging_strike_blocked,0-2,2
"Kershaw, Clayton",SL,S,91.1,foul,0-2,2
"Kershaw, Clayton",CU,S,74.5,foul,0-2,2
"Kershaw, Clayton",FF,S,97.2,foul,0-2,2
"Kershaw, Clayton",FF,S,94.5,called_strike,0-1,2
"Kershaw, Clayton",FF,S,96.2,called_strike,0-0,2
"Kershaw, Clayton",SL,S,91.1,swinging_strike,0-2,1
"Kershaw, Clayton",SL,S,91.1,swinging_strike,0-1,1
"Kershaw, Clayton",FF,S,96.3,called_strike,0-0,1
"Kershaw, Clayton",SL,B,89.7,blocked_ball,3-2,1
"Kershaw, Clayton",FF,S,96.2,foul,3-2,1
"Kershaw, Clayton",SL,S,90.5,foul,3-2,1
"Kershaw, Clayton",SL,S,90.1,foul,3-2,1
"Kershaw, Clayton",FF,S,95.7,foul,3-2,1
"Kershaw, Clayton",SL,S,90.2,foul,3-2,1
"Kershaw, Clayton",SL,B,90.9,ball,2-2,1
"Kershaw, Clayton",CU,S,73.6,foul,2-2,1
"Kershaw, Clayton",FF,B,95.1,ball,1-2,1
"Kershaw, Clayton",SL,S,88.3,foul,1-1,1
"Kershaw, Clayton",CU,B,74.5,ball,0-1,1
"Kershaw, Clayton",FF,S,94.2,foul,0-0,1
"Kershaw, Clayton",FF,X,94.3,hit_into_play,0-0,0
"Kershaw, Clayton",FF,X,94.3,hit_into_play,3-1,2
"Kershaw, Clayton",FF,B,94.2,ball,2-1,2
"Kershaw, Clayton",FF,B,94.8,ball,1-1,2
"Kershaw, Clayton",SL,S,89.6,foul_tip,1-0,2
"Kershaw, Clayton",CU,B,73.7,ball,0-0,2
"Kershaw, Clayton",SL,S,90.5,swinging_strike,2-2,1
"Kershaw, Clayton",SL,B,90.7,ball,1-2,1
"Kershaw, Clayton",SL,S,90.1,foul,1-2,1
"Kershaw, Clayton",CU,S,73.5,foul,1-2,1
"Kershaw, Clayton",FF,S,93.8,foul,1-2,1
"Kershaw, Clayton",SL,S,90.2,foul,1-2,1
"Kershaw, Clayton",CU,B,73.8,ball,0-2,1
"Kershaw, Clayton",SL,S,89.6,foul,0-2,1
"Kershaw, Clayton",CU,S,72,called_strike,0-1,1
"Kershaw, Clayton",SL,S,89.4,foul,0-0,1
"Kershaw, Clayton",FF,X,93.7,hit_into_play,3-2,0
"Kershaw, Clayton",FF,B,93.6,ball,2-2,0
"Kershaw, Clayton",CU,S,73.9,foul,2-2,0
"Kershaw, Clayton",SL,S,89.1,foul,2-2,0
"Kershaw, Clayton",FF,B,93.8,ball,1-2,0
"Kershaw, Clayton",SL,B,89.8,ball,0-2,0
"Kershaw, Clayton",CU,S,73.1,foul,0-1,0
"Kershaw, Clayton",FF,S,92.8,called_strike,0-0,0
"Kershaw, Clayton",CU,S,74.3,swinging_strike_blocked,0-2,2
"Kershaw, Clayton",SL,S,91.3,swinging_strike,0-1,2
"Kershaw, Clayton",FF,S,94.4,foul,0-0,2
"Kershaw, Clayton",FF,X,94.5,hit_into_play,1-1,1
"Kershaw, Clayton",CU,B,74.6,ball,0-1,1
"Kershaw, Clayton",FF,S,93.7,swinging_strike,0-0,1
"Kershaw, Clayton",FF,S,95,swinging_strike,0-2,0
"Kershaw, Clayton",FF,S,92.8,foul,0-1,0
"Kershaw, Clayton",FF,S,92.9,called_strike,0-0,0
"Kershaw, Clayton",SL,X,88.7,hit_into_play,1-2,2
"Kershaw, Clayton",FF,S,94.9,foul,1-2,2
"Kershaw, Clayton",FF,B,93.7,ball,0-2,2
"Kershaw, Clayton",FF,S,94.4,swinging_strike,0-1,2
"Kershaw, Clayton",FF,S,95.3,called_strike,0-0,2
"Kershaw, Clayton",CU,S,74.2,swinging_strike,2-2,1
"Kershaw, Clayton",SL,S,89.5,swinging_strike,2-1,1
"Kershaw, Clayton",FF,S,94.4,foul,2-0,1
"Kershaw, Clayton",FF,B,94.1,ball,1-0,1
"Kershaw, Clayton",FF,B,94.3,ball,0-0,1
"Kershaw, Clayton",FF,S,94.6,called_strike,1-2,0
"Kershaw, Clayton",CU,S,72,foul,1-1,0
"Kershaw, Clayton",SL,S,88.5,foul,1-0,0
"Kershaw, Clayton",FF,B,92.5,ball,0-0,0
"Kershaw, Clayton",FF,X,94.6,hit_into_play,0-1,2
"Kershaw, Clayton",SL,S,88.7,called_strike,0-0,2
"Kershaw, Clayton",CU,S,73.9,foul_tip,2-2,1
"Kershaw, Clayton",FF,S,95,foul,2-1,1
"Kershaw, Clayton",FF,S,95.5,foul,2-0,1
"Kershaw, Clayton",SL,B,91.7,ball,1-0,1
"Kershaw, Clayton",FF,B,93.8,ball,0-0,1
"Kershaw, Clayton",FF,X,94.9,hit_into_play,0-0,1
"Kershaw, Clayton",FF,S,94.9,swinging_strike,2-2,0
"Kershaw, Clayton",CU,B,73.1,ball,1-2,0
"Kershaw, Clayton",FF,S,95.4,foul,1-2,0
"Kershaw, Clayton",FF,S,93.8,swinging_strike,1-1,0
"Kershaw, Clayton",CU,B,74.4,ball,0-1,0
"Kershaw, Clayton",FF,S,93.8,swinging_strike,0-0,0
"Kershaw, Clayton",FF,X,93.3,hit_into_play,2-0,2
"Kershaw, Clayton",FF,B,92.4,ball,1-0,2
"Kershaw, Clayton",SI,B,93.4,ball,0-0,2
"Kershaw, Clayton",CU,X,74.1,hit_into_play,0-1,1
"Kershaw, Clayton",SL,S,88.1,foul,0-0,1
"Kershaw, Clayton",FF,S,93.4,called_strike,0-2,0
"Kershaw, Clayton",SL,S,87.9,foul,0-1,0
"Kershaw, Clayton",FF,S,91.8,called_strike,0-0,0
"Kershaw, Clayton",CU,S,73.4,called_strike,2-2,2
"Kershaw, Clayton",FF,S,93.8,foul,2-1,2
"Kershaw, Clayton",FF,S,93.4,foul,2-0,2
"Kershaw, Clayton",SL,B,90.3,ball,1-0,2
"Kershaw, Clayton",FF,B,94.4,ball,0-0,2
"Kershaw, Clayton",CU,S,73.6,swinging_strike_blocked,2-2,1
"Kershaw, Clayton",CU,B,73.7,ball,1-2,1
"Kershaw, Clayton",SL,S,88.4,swinging_strike,1-1,1
"Kershaw, Clayton",SL,S,89.4,swinging_strike,1-0,1
"Kershaw, Clayton",FF,B,92.4,ball,0-0,1
"Kershaw, Clayton",SL,S,87.9,swinging_strike,1-2,0
"Kershaw, Clayton",CU,S,73.1,foul,1-2,0
"Kershaw, Clayton",FF,S,93.7,foul,1-2,0
"Kershaw, Clayton",SL,S,88.3,foul,1-2,0
"Kershaw, Clayton",SL,B,91.6,ball,0-2,0
"Kershaw, Clayton",CU,S,73.8,foul,0-1,0
"Kershaw, Clayton",FF,S,93.1,called_strike,0-0,0
"Kershaw, Clayton",CU,S,74.5,swinging_strike_blocked,1-2,2
"Kershaw, Clayton",FF,S,94.7,foul,1-2,2
"Kershaw, Clayton",SL,S,88.6,foul,1-1,2
"Kershaw, Clayton",CU,B,74,ball,0-1,2
"Kershaw, Clayton",SL,S,90.6,swinging_strike,0-0,2
"Kershaw, Clayton",CU,X,74.5,hit_into_play,1-1,1
"Kershaw, Clayton",FF,S,94.2,foul,1-0,1
"Kershaw, Clayton",FF,B,93.8,ball,0-0,1
"Kershaw, Clayton",FF,X,94.4,hit_into_play,0-0,0
"Kershaw, Clayton",SL,S,88.8,swinging_strike,1-2,2
"Kershaw, Clayton",SL,S,88.6,foul,1-1,2
"Kershaw, Clayton",CU,B,74.4,ball,0-1,2
"Kershaw, Clayton",FF,S,93.8,foul_tip,0-0,2
"Kershaw, Clayton",SL,S,90.5,swinging_strike,1-2,1
"Kershaw, Clayton",CU,S,74.5,foul,1-1,1
"Kershaw, Clayton",FF,B,94.1,ball,0-1,1
"Kershaw, Clayton",FF,S,93.3,called_strike,0-0,1
"Kershaw, Clayton",CU,S,72.5,called_strike,0-2,0
"Kershaw, Clayton",SL,S,91.1,foul,0-1,0
"Kershaw, Clayton",FF,S,93.9,foul,0-0,0
"Kershaw, Clayton",SL,S,91,swinging_strike,0-2,2
"Kershaw, Clayton",CU,S,75.1,foul_tip,0-1,2
"Kershaw, Clayton",SL,S,90,called_strike,0-0,2
"Kershaw, Clayton",SL,S,89.9,swinging_strike,2-2,1
"Kershaw, Clayton",CU,S,75,foul,2-2,1
"Kershaw, Clayton",SL,S,89.2,foul,2-2,1
"Kershaw, Clayton",FF,B,94.2,ball,1-2,1
"Kershaw, Clayton",CU,S,74.3,called_strike,1-1,1
"Kershaw, Clayton",SL,S,89,called_strike,1-0,1
"Kershaw, Clayton",SL,B,89.4,ball,0-0,1
"Kershaw, Clayton",FF,S,95.7,swinging_strike,1-2,0
"Kershaw, Clayton",SL,B,91.4,ball,0-2,0
"Kershaw, Clayton",SL,S,91.4,swinging_strike,0-1,0
"Kershaw, Clayton",SL,S,90.6,called_strike,0-0,0
"Kershaw, Clayton",SL,X,91.1,hit_into_play,0-0,2
"Kershaw, Clayton",FF,X,94.6,hit_into_play,1-1,1
"Kershaw, Clayton",SL,S,90.6,foul,1-0,1
"Kershaw, Clayton",CU,B,74.2,ball,0-0,1
"Kershaw, Clayton",FF,X,94.5,hit_into_play,1-1,0
"Kershaw, Clayton",CU,B,74.4,ball,0-1,0
"Kershaw, Clayton",FF,S,93.9,called_strike,0-0,0
"Kershaw, Clayton",FF,X,95.7,hit_into_play,2-1,2
"Kershaw, Clayton",SL,B,91.2,blocked_ball,1-1,2
"Kershaw, Clayton",FF,S,96,foul,1-0,2
"Kershaw, Clayton",FF,B,95.4,ball,0-0,2
"Kershaw, Clayton",SL,B,89.4,ball,3-2,2
"Kershaw, Clayton",SL,S,91.2,foul,3-2,2
"Kershaw, Clayton",CU,B,74.2,ball,2-2,2
"Kershaw, Clayton",FF,S,95.2,foul,2-1,2
"Kershaw, Clayton",SL,S,90.4,called_strike,2-0,2
"Kershaw, Clayton",FF,B,93.7,ball,1-0,2
"Kershaw, Clayton",FF,B,94.9,ball,0-0,2
"Kershaw, Clayton",FF,X,94.4,hit_into_play,1-1,1
"Kershaw, Clayton",SL,B,91.7,ball,0-1,1
"Kershaw, Clayton",SL,S,89.9,foul,0-0,1
"Kershaw, Clayton",FF,X,93.6,hit_into_play,1-0,1
"Kershaw, Clayton",FF,B,93.1,ball,0-0,1
"Kershaw, Clayton",FF,X,94,hit_into_play,0-0,0
"Kershaw, Clayton",SL,X,90.1,hit_into_play,1-2,2
"Kershaw, Clayton",SL,B,92.7,ball,0-2,2
"Kershaw, Clayton",FF,S,95.7,called_strike,0-1,2
"Kershaw, Clayton",FF,S,95.2,swinging_strike,0-0,2
"Kershaw, Clayton",SL,X,91,hit_into_play,2-2,1
"Kershaw, Clayton",SL,B,90.9,ball,1-2,1
"Kershaw, Clayton",SL,S,91,swinging_strike,1-1,1
"Kershaw, Clayton",CU,B,73.4,ball,0-1,1
"Kershaw, Clayton",FF,S,93,called_strike,0-0,1
"Kershaw, Clayton",FF,X,94,hit_into_play,0-0,0
"Kershaw, Clayton",CU,S,75.3,swinging_strike_blocked,1-2,2
"Kershaw, Clayton",SL,B,91.8,ball,0-2,2
"Kershaw, Clayton",FF,S,95,called_strike,0-1,2
"Kershaw, Clayton",FF,S,95.2,called_strike,0-0,2
"Kershaw, Clayton",SL,S,91.5,swinging_strike,2-2,1
"Kershaw, Clayton",FF,S,93.9,swinging_strike,2-1,1
"Kershaw, Clayton",SI,S,94.4,foul,2-0,1
"Kershaw, Clayton",FF,B,94.1,ball,1-0,1
"Kershaw, Clayton",FF,B,94.4,ball,0-0,1
"Kershaw, Clayton",SL,X,90,hit_into_play,1-0,0
"Kershaw, Clayton",FF,B,93.8,ball,0-0,0
"Kershaw, Clayton",SL,S,91.6,swinging_strike,1-2,2
"Kershaw, Clayton",FF,B,96.1,ball,0-2,2
"Kershaw, Clayton",CU,S,74.5,called_strike,0-1,2
"Kershaw, Clayton",FF,S,95.5,foul,0-0,2
"Kershaw, Clayton",CU,X,73.6,hit_into_play,0-1,1
"Kershaw, Clayton",FF,S,94.2,foul,0-0,1
"Kershaw, Clayton",FF,X,92.9,hit_into_play,1-1,0
"Kershaw, Clayton",SL,S,89,foul,1-0,0
"Kershaw, Clayton",FF,B,92.7,ball,0-0,0
"Kershaw, Clayton",FF,S,94.8,swinging_strike,2-2,2
"Kershaw, Clayton",CU,S,75.2,foul,2-2,2
"Kershaw, Clayton",SL,S,89.4,foul,2-2,2
"Kershaw, Clayton",FF,S,93.9,foul,2-1,2
"Kershaw, Clayton",FF,S,93.8,foul_tip,2-0,2
"Kershaw, Clayton",FF,B,94.8,ball,1-0,2
"Kershaw, Clayton",SL,B,89.6,ball,0-0,2
"Kershaw, Clayton",CU,S,73.9,called_strike,1-2,1
"Kershaw, Clayton",FF,B,94.4,ball,0-2,1
"Kershaw, Clayton",FF,S,94.1,swinging_strike,0-1,1
"Kershaw, Clayton",FF,S,94.1,called_strike,0-0,1
"Kershaw, Clayton",FF,X,94.8,hit_into_play,0-0,0
"Kershaw, Clayton",CU,X,74,hit_into_play,1-2,0
"Kershaw, Clayton",FF,S,93.9,swinging_strike,1-1,0
"Kershaw, Clayton",CU,B,73.2,ball,0-1,0
"Kershaw, Clayton",FF,S,93.7,foul_tip,0-0,0
"Kershaw, Clayton",CU,S,74.9,swinging_strike_blocked,2-2,2
"Kershaw, Clayton",SL,B,91.9,ball,1-2,2
"Kershaw, Clayton",FF,B,94.8,ball,0-2,2
"Kershaw, Clayton",CU,S,74.9,foul,0-1,2
"Kershaw, Clayton",FF,S,95.4,foul,0-0,2
"Kershaw, Clayton",FF,X,95.4,hit_into_play,1-0,1
"Kershaw, Clayton",FF,B,95.6,ball,0-0,1
"Kershaw, Clayton",SL,X,91.6,hit_into_play,0-0,1
"Kershaw, Clayton",FF,B,95.8,ball,3-1,1
"Kershaw, Clayton",FF,B,95.5,ball,2-1,1
"Kershaw, Clayton",CU,B,75.6,blocked_ball,1-1,1
"Kershaw, Clayton",SL,S,91.8,foul,1-0,1
"Kershaw, Clayton",SL,B,92.2,ball,0-0,1
"Kershaw, Clayton",FF,X,94.7,hit_into_play,2-2,1
"Kershaw, Clayton",SL,B,91.2,ball,1-2,1
"Kershaw, Clayton",CU,S,74.6,swinging_strike,1-1,1
"Kershaw, Clayton",CU,B,73.1,ball,0-1,1
"Kershaw, Clayton",FF,S,93.8,called_strike,0-0,1
"Kershaw, Clayton",SL,X,89.6,hit_into_play,2-2,0
"Kershaw, Clayton",SL,B,91.3,ball,1-2,0
"Kershaw, Clayton",CU,S,72.9,swinging_strike,1-1,0
"Kershaw, Clayton",FF,B,93.2,ball,0-1,0
"Kershaw, Clayton",FF,S,93.4,called_strike,0-0,0
"Kershaw, Clayton",FF,S,94.9,swinging_strike,0-2,2
"Kershaw, Clayton",FF,S,94.1,swinging_strike,0-1,2
"Kershaw, Clayton",FF,S,94.7,swinging_strike,0-0,2
"Kershaw, Clayton",SL,S,90.8,swinging_strike,2-2,1
"Kershaw, Clayton",FF,B,96,ball,1-2,1
"Kershaw, Clayton",SL,S,90.4,swinging_strike,1-1,1
"Kershaw, Clayton",CU,B,73.7,ball,0-1,1
"Kershaw, Clayton",SL,S,90.3,swinging_strike,0-0,1
"Kershaw, Clayton",FF,S,94.7,swinging_strike,1-2,0
"Kershaw, Clayton",SL,S,90,foul,1-2,0
"Kershaw, Clayton",CU,S,74.7,foul,1-2,0
"Kershaw, Clayton",FF,S,95.9,foul,1-2,0
"Kershaw, Clayton",SL,S,90.4,foul,1-2,0
"Kershaw, Clayton",SL,S,91.2,foul,1-2,0
"Kershaw, Clayton",FF,S,95.1,called_strike,1-1,0
"Kershaw, Clayton",CU,B,74.2,ball,0-1,0
"Kershaw, Clayton",FF,S,94.4,called_strike,0-0,0
"Kershaw, Clayton",FF,X,94.5,hit_into_play,0-0,0
"Kershaw, Clayton",CU,X,74.4,hit_into_play,1-2,0
"Kershaw, Clayton",SL,B,91.6,blocked_ball,0-2,0
"Kershaw, Clayton",SL,S,90.6,foul_tip,0-1,0
"Kershaw, Clayton",FF,S,93.9,foul,0-0,0
"Kershaw, Clayton",FF,X,92.6,hit_into_play,1-0,0
"Kershaw, Clayton",FF,B,93.9,ball,0-0,0
